name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
leleanna ratena,FemaleYoungEager,"leleanna ratena est une Élève prometteuse à l'Académie des bardes de Solitude, la capitale provinciale de Bordeciel. c'est une jeune Brétonne originaire de bruma en cyrodiil. elle est une partisane passionnée de l'empire contre la récente rébellion des stormcloaks à Bordeciel. elle est une fervente adoratrice des huit divinités. elle est une chanteuse et une joueuse de luth talentueuse.
citations:
""Puis-je vous intéresser à une sérénade ? une ballade, peut-être ?""
si on vous demande d'interpréter une chanson : « comme vous le souhaitez. quelle chanson aimeriez-vous entendre ?
si on l'interroge sur elle-même : ""je suis leleanna de cyrodiil, fille de jafari et voilla ratena. à votre service. j'ai rêvé de cet endroit toute ma vie. d'être dans ce quartier élégant et impérial de Bordeciel où mes talents artistiques de la musique va s'épanouir. J'étais quelque peu inquiet de la guerre civile en cours à Bordeciel mais j'ai confiance en notre légion pour réprimer définitivement cette rébellion, afin qu'un jour, je puisse retourner à Bruma mené par leur cavalerie !""
si on lui demande si elle soutient la Légion Impériale : « de tout mon cœur, comme nous devons tous le faire en ces temps désespérés. je prie les huit dieux pour que leur bravoure enflammée écrase nos ennemis dans la neige.",https://www.nexusmods.com/skyrimspecialedition/mods/18330,BretonFemaleYoungEager,settefemaleuniqueleleanna,Breton,Female,Human,A78A2B,A78A2A,Shawn,fr,"Custom voiced, feel free to change the assigned voice model"
lielle,FemaleYoungEager,Serviteur du Château de Coeur-de-Roche. yeux bleus cheveux blonds tenue de barmaid courte,https://www.nexusmods.com/skyrimspecialedition/mods/595,BretonFemaleYoungEager,FemaleYoungEager,Breton,Female,Human,13604,13601,Shawn,fr,
linda,FemaleYoungEager,"Linda habite à Aubétoile. elle travaille comme barmaid à l'Auberge Montvent, dirigée par un veuf nommé Thoring. Karita, la jeune fille adulte de Thoring, travaille comme barde à l'auberge, prenant les traces de sa défunte mère (une barde formée de l'Académie des bardes de Solitude). une femme nommée Abelone travaille comme femme de chambre à l'auberge. Jane, une Rougegarde, y travaille également comme barmaid et aide à coordonner la location des chambres à l'auberge.
Aubétoile est la capitale du Clos, près du centre de la côte nord de Bordeciel avec la mer des fantômes. Aubétoile est connue pour ses riches mines, son port et sa pêche. Aubétoile est l'une des colonies les plus froides de Bordeciel et réside dans la neige et la glace presque perpétuelles.
Linda est une jeune femme nordique aux longs cheveux châtain foncé et aux yeux verts. elle porte une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel. Lorsqu'elle travaille, Linda se promène dans la taverne et sert des boissons et de la nourriture.",https://www.nexusmods.com/skyrimspecialedition/mods/595,NordFemaleYoungEager,FemaleYoungEager,Nord,Female,Human,31948,0318F9,Shawn,en,
lindyth,FemaleYoungEager,"Lindyth travaille comme barde à l'Hydromellerie d'Hydrhonning, près de la ville de Blancherive. plusieurs rivières, ponts de pierre et fermes entourent la zone autour de l'hydromel.
un homme d'âge moyen nommé Sabjorn est le fondateur et propriétaire de l'Hydromellerie d'Hydrohonning. honningbrew est un concurrent nouvellement créé de l'Hydromellerie Roncenoir à Faillaise. L'Hydromellerie d'Hydrohonning est petite, mais ce qui lui manque en taille est compensé par sa qualité. la plus petite section avant de l'hydromel sert de taverne qui sert l'hydromel directement aux clients, tandis que la plus grande section arrière est l'endroit où l'hydromel est réellement produit et stocké. en plus de l'hydromel honningbrew, la taverne propose également à ses clients de la nourriture et d'autres boissons.
L'assistant principal de Sabjorn est un homme impérial nommé Mallus, et son assistant junior est un jeune homme nommé Eimar. Mallus se plaint beaucoup, tandis qu'Eimar est un travailleur acharné et joyeux. deux femmes nommées Heidi et Maria y travaillent comme barmaids.
Lindyth est une jeune femme impériale aux yeux gris et aux longs cheveux blond clair. elle porte généralement une longue robe bleu-gris. tout en travaillant, Lindyth chante et joue de son luth et d'autres instruments.",https://www.nexusmods.com/skyrimspecialedition/mods/595,ImperialFemaleYoungEager,FemaleYoungEager,Imperial,Female,Human,04A323,04A310,Shawn,pt,
listens-to-letters,MaleArgonian,"écoute-des-lettres vit à Solitude, la capitale provinciale de Bordeciel. c'est un Argonien mâle. il a un stand sur le marché où il vend des livres. il porte généralement des robes de mage avec des enchantements stimulant la magie de niveau Apprenti. il dort à la taverne Impériale, un établissement d'hébergement où plusieurs autres marchands passent également la nuit.",https://www.nexusmods.com/skyrimspecialedition/mods/9074,ArgonianMale,MaleArgonian,Argonian,Male,Argonian,0F1BE7,0F1BE6,Shawn,tr,
liviane,FemaleSultry,"Liviane, femme bosmer, vit à Blancherive et travaille comme barmaid au Chasseur ivre. Le Chasseur ivre est à la fois une taverne et un magasin de matériel de chasse, situé à proximité de la porte principale de la ville. Le Chasseur ivre appartient à deux hommes bosmers : Elrindir et son jeune frère Anoriath. Elrindir est le principal opérateur du Chasseur ivre, y est la plupart du temps, et est le patron de Liviane. Anoriath passe la plupart de son temps soit à chasser dans les plaines à l'ouest de Blancherive, soit à vendre de la viande (provenant de ses voyages de chasse) sur un étal de marché en haut de la rue, sur la place principale du marché de Blancherive.
Claire, une jeune Rougegarde, travaille également comme barmaid au Chasseur ivre.
l'un des clients les plus fréquents de la taverne est une dunmer nommée Jenassa, qui travaille comme mercenaire.
Liviane est assez grande pour un bosmer (les bosmers sont souvent assez petits). Liviane a les yeux verts et de longs cheveux brun rougeâtre. elle porte des vêtements typiques d'une femme barman. Liviane met beaucoup d'efforts dans son apparence et aime être jolie. lorsqu'elle travaille, Liviane sert des boissons et de la nourriture aux clients de la taverne.",https://www.nexusmods.com/skyrimspecialedition/mods/595,BosmerFemaleSultry,FemaleSultry,Bosmer,Female,Elf,31989,31987,Shawn,hu,
lorne,MaleDrunk,"Lorne est un érudit qui étudie un ancien ordre de lames nocturnes. alors qu'il se consacre à la publication de ses recherches, il est souvent distrait par son besoin insatiable de boire et on peut le trouver en train de perdre son temps à la taverne la plupart du temps.",https://3dnpc.com/wiki/interesting-npcs/locations/quest-npcs/lorne/,MaleDrunk,lornevoice,Nord,Male,Human,1D53B4,1D53B3,Shawn,en,wiki paste for now
lulanne,FemaleYoungEager,"lulanne, une jeune Nordique, vit en Vendeaume et travaille comme barmaid à l'Auberge du Candelâtre, une auberge/taverne populaire à proximité du centre-ville. L'Auberge du Candelâtre est dirigée par une femme plus âgée nommée Elda Primaube. L'une des collègues barmaid de Lulanne est une jeune femme nommée Veronica. une femme nommée Lynette y travaille également comme barmaid et aide également à coordonner la location des chambres à l'auberge.
Lulanne est grande (pour une femme) et a de longs cheveux châtain clair et des yeux bleu-vert. elle porte une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel.",https://www.nexusmods.com/skyrimspecialedition/mods/595,NordFemaleYoungEager,FemaleYoungEager,Nord,Female,Human,03191B,03191A,Shawn,en,
lyne,FemaleSultry,"Lyne vit à Blancherive, où elle travaille comme barmaid à La Jument pavoisée, une auberge/taverne populaire de la ville. La patronne de Lyne (la propriétaire de La Jument pavoisée) est une Nordique d'âge moyen nommée Hulda. Certaines des autres barmaids de la taverne sont une femme nommée Violet, une Rougegarde nommée Saadia et une jeune Rougegarde nommée Tamda, qui sont des collègues de Lyne.
Lyne est une femme nordique aux yeux bleus et aux cheveux châtain clair. elle porte des vêtements typiques d'une femme barman. en plus de servir les boissons, elle aide à coordonner la location des chambres à l'auberge.",https://www.nexusmods.com/skyrimspecialedition/mods/595,NordFemaleSultry,FemaleSultry,Nord,Female,Human,31980,03197F,Shawn,en,
lynette,FemaleSultry,"lynette, une Nordique, vit en Vendeaume et travaille comme barmaid à l'Auberge du Candelâtre, une auberge/taverne populaire près du centre-ville. L'Auberge du Candelâtre est dirigée par une femme plus âgée nommée Elda Primaube. Lynette a de longs cheveux bruns et des yeux bleus. elle porte des vêtements typiques d'une femme barman. en plus de servir les boissons, lynette aide à coordonner la location des chambres à l'auberge. deux jeunes femmes nommées Lulanne et Veronica sont ses collègues barmaids à l'auberge.",https://www.nexusmods.com/skyrimspecialedition/mods/595,NordFemaleSultry,FemaleSultry,Nord,Female,Human,0319D3,0319D2,Shawn,en,
mabrelle,FemaleYoungEager,"mabrelle habite à Rivebois, où elle travaille comme barmaid à l'Auberge du Géant endormi. son patron est Orgnar, un homme nordique bourru qui cuisine et gère la taverne/auberge. l'auberge appartient à une Brétonne plus âgée nommée Delphine, mais elle n'est pas là aussi souvent.
Le principal point d’intérêt de Rivebois est sa scierie. la rivière blanche coule le long du côté ouest de la ville. la Gorge du Monde (la plus haute montagne de tout Tamriel) domine la ville depuis l'est. Le Tertre des Chutes tourmentées, une ancienne ruine nordique du temple de Corberoc dans les collines enneigées de Brittleshin, se détache bien au-dessus de Rivebois à l'ouest.
mabrelle est une grande femme nordique aux longs cheveux auburn et aux yeux bleus. elle porte une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel. lorsqu'elle travaille, mabrelle se promène dans la taverne et sert des boissons et de la nourriture. une femme impériale nommée Weyna y travaille également comme barmaid et aide également à coordonner la location des chambres à l'auberge.
Les clients fréquents de la taverne incluent un homme nommé Alvor (le Forgeron de la ville), Hod (qui possède la scierie de la ville avec sa femme Gerdur), Camilla Valerius (une jeune femme impériale immigrée de Cyrodiil avec son frère aîné Lucan) et Embry ( la ville ivre).",https://www.nexusmods.com/skyrimspecialedition/mods/595,NordFemaleYoungEager,FemaleYoungEager,Nord,Female,Human,31953,0318B6,Shawn,en,
maria,FemaleYoungEager,"Maria travaille comme barmaid à l'Hydromellerie d'Hydrhonning, près de la ville de Blancherive. plusieurs rivières, ponts de pierre et fermes entourent la zone autour de l'hydromel.
un homme d'âge moyen nommé Sabjorn est le fondateur et propriétaire de l'Hydromellerie d'Hydrohonning. honningbrew est un concurrent nouvellement créé de l'Hydromellerie Roncenoir à Faillaise. L'Hydromellerie d'Hydrohonning est petite, mais ce qui lui manque en taille est compensé par sa qualité. la plus petite section avant de l'hydromel sert de taverne qui sert l'hydromel directement aux clients, tandis que la plus grande section arrière est l'endroit où l'hydromel est réellement produit et stocké. en plus de l'hydromel honningbrew, la taverne propose également à ses clients de la nourriture et d'autres boissons.
L'assistant principal de Sabjorn est un homme impérial nommé Mallus, et son assistant junior est un jeune homme nommé Eimar. Mallus se plaint beaucoup, tandis qu'Eimar est un travailleur acharné et joyeux. Maria a une collègue barmaid nommée Heidi. une femme nommée Lindyth se produit souvent en tant que Barde dans la zone de la taverne, chantant ou jouant de sa flûte.
Maria est une femme nordique aux yeux verts et aux longs cheveux blonds dorés. elle porte une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel. lorsqu'elle travaille, Maria se promène dans la zone de la taverne de l'hydromelerie et sert les clients.",https://www.nexusmods.com/skyrimspecialedition/mods/595,FemaleYoungEager,FemaleYoungEager,Nord,Female,Human,015BE3,015BE0,Shawn,en,
marla,FemaleYoung Eager,"Marla vit à Morthal dans la cale de Hjaalmarche. c'est une jeune femme nordique aux cheveux bruns et aux yeux bleus. Othora, la mère de Marla, dirige un magasin de marchandises générales appelé Swamp Meet, et elles vivent et dorment toutes les deux au deuxième étage de ce magasin.
Le terrain de Hjaalmarche se compose principalement de marais salants dans sa moitié nord et de toundra montagneuse enneigée dans sa moitié sud. Morthal se situe entre ces deux moitiés, avec la rivière Hjaal qui traverse la ville.
Marla travaille pour le commerce du vin de Thane Valund et Thane Charlotte, qui sont mari et femme. Marla est une passionnée de vin.
citations:
""que puis-je faire pour vous?""
""Morthal est la capitale de Hjaalmarche, même si vous ne le saurez probablement pas en la regardant. C'est l'un des plus pauvres des neuf forts, le peu d'argent que gagne la ville, c'est grâce à la scierie. De plus, comme vous pouvez le faire. Vous voyez, il fait froid et humide et constamment couvert de brouillard et la plupart des gens ici sont reclus et se méfient des nouveaux arrivants, donc je ne le prendrais pas personnellement si vous n'êtes pas accueilli le plus chaleureusement possible.
""Je suis l'intendant de Thanes Valund et Charlotte. Je m'occupe de toutes les transactions à la cave, ainsi que de leur inventaire et de leur comptabilité. C'est un honneur de les servir. Vous devriez passer à la cave de temps en temps - nous avons les meilleurs vins de tout Bordeciel !""
si on leur demande s'ils attirent beaucoup de clients ici ""notre clientèle distinguée comprend les résidents du Palais bleu, du Château de Coeur-de-Roche, du Fort-Dragon, de Mornefort et même de l'Ambassade du Thalmor. des associés de confiance transfèrent les actes de vente concernés et les millésimes achetés entre notre cave et chez les clients et nous entretenons ici bien sûr le comptoir pour mettre notre vin à la disposition de tous les passants, généralement des commerçants et des voyageurs, mais parfois aussi des citadins.
lorsqu'on lui demande s'ils vendent à l'Ambassade du Thalmor : ""oui... je sais qu'ils ne sont pas vraiment populaires, mais nous ne choisissons pas nos clients. La politique de Thane Valund est de ne jamais refuser de service à quiconque peut se permettre notre les vins, qu'ils soient thalmor, Impérial, stormcloak, ou même an-xileel d'ailleurs, ce n'est pas une bonne affaire de jouer aux favoris et de se faire des ennemis, les vins incontournables sont les meilleurs vins de tout Bordeciel, sans exception, et nous. Je veux que tout le monde le sache, peu importe qui ils sont ou d'où ils viennent. »
si on lui demande si elle recommande des millésimes en particulier : ""bien sûr ! le 197 est mon préféré. Valund dit que le 197 se marie bien avec n'importe quel poisson léger ou chair de crabe - je suis enclin à être d'accord avec lui. Si vous partez de ville, l'automne hjaal est un bon choix à emporter avec vous. L'eau des marais salants n'est pas bonne à boire, mais cet automne vous rassasiera.
si on lui demande où loger à Morthal : ""Je suis sûr qu'il y a des chambres disponibles au bord de la lande... les affaires n'ont pas été très bonnes ici ces derniers temps.""
si on lui demande où on peut acheter des fournitures : ""vous devriez visiter Swamp Meet - c'est le magasin de ma mère. Elle aura à peu près tout ce dont vous pourriez avoir besoin !""",https://www.afkmods.com/index.php?/files/file/2377-expanded-towns-and-cities-sse/,FemaleYoung Eager,mjb_gennyhuman,Nord,Female,Human,8705CD,8705CA,Shawn,en,Custom voiced. Feel free to change the assigned voice model
mery,FemaleYoungEager,"Mery vit dans le quartier gris de Vendeaume, où elle travaille comme barmaid au Club de la Nouvelle Gnisis. dans la culture dunmer, un cornerclub est analogue à une auberge/taverne. ce cornerclub est dirigé par Ambarys Rendar et son subordonné, Malthyr Élénil. Comme la grande majorité de la population du quartier gris, tous ceux qui travaillent dans ce cornerclub sont des dunmers. la plupart de leurs clients sont des Dunmers, bien que quelques femmes altmers (Arivanya et Niranyë) y soient également des clientes régulières.
Ambarys exprime assez ouvertement son mépris pour la population nordique indigène de Vendeaume. Malthyr exprime également souvent ses frustrations concernant la discrimination des Nordiques à l'encontre de la population réfugiée dunmer de la ville. de nombreux dunmers ont immigré à Bordeciel (en particulier à Vendeaume, compte tenu de sa relative proximité avec demain) à la suite des destructions causées par l'éruption volcanique de la montagne rouge sur l'île centrale de demain, vvardenfell, il y a près de 200 ans.
le cornerclub propose des boissons alcoolisées traditionnelles dunmer telles que le sujamma, le shein, le flin et le mazte, ainsi que des hydromels, des vins et diverses options de restauration.
Mery est la plus jeune ouvrière du Club de la Nouvelle Gnisis. sa collègue barmaid s'appelle herna.
Mery a des yeux brillants et de longs cheveux bruns. elle porte généralement une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel. Lorsqu'elle travaille, Mery se promène dans le club du coin et sert des boissons et de la nourriture.
citations:
""faites-moi savoir si vous avez besoin d'un verre.""",https://www.nexusmods.com/skyrimspecialedition/mods/595,DunmerFemaleYoungEager,FemaleYoungEager,Dunmer,Female,Elf,00CF15,00CC3C,Shawn,cs,
michelle,FemaleSultry,"Michelle travaille comme barmaid à l'Auberge du Fruit gelé à Rorikbourg. son patron est l'aubergiste, un homme d'âge moyen nommé Mralki. Mralki a un jeune fils adulte nommé Érik. une jeune femme nommée viania y travaille également comme barmaid.
Rorikbourg est une commune agricole située à la limite ouest du cale de Blancherive, séparée de la ville de Blancherive par les vastes plaines du centre de Bordeciel. ceux qui partent vers l'ouest ou le sud depuis Rorikbourg se retrouveront bientôt à La Crevasse.
Michelle est une Brétonne aux longs cheveux bruns et aux yeux bleus. comme beaucoup de Bretonnes, elle est assez petite. elle porte des vêtements typiques d'une femme barman. en plus de servir les boissons, Michelle aide à coordonner la location des chambres à l'auberge.",https://www.nexusmods.com/skyrimspecialedition/mods/595,BretonFemaleSultry,FemaleSultry,Breton,Female,Human,0319DA,0319D5,Shawn,fr,
miraette,FemaleYoungEager,"miraette vit à Solitude, la capitale provinciale de Bordeciel. elle travaille comme barmaid au Ragnard pervers, une auberge/taverne populaire. Le patron de Miraette (le propriétaire du Ragnard pervers) est un Impérial nommé Corpulus Vinius. Corpulus est aidé dans la gestion de l'auberge par son jeune fils adulte Sorex et sa fille cadette capable Minette. Rina (une Bréton), Kirginne (une Nordique) et Suleen (une altmer) sont les collègues barmaid de Miraette à la taverne. les bardes de l'Académie des bardes de Solitude (comme une femme joyeuse nommée Lisette) jouent souvent de la musique à la taverne.
miraette est une jeune femme impériale aux cheveux blonds sales et aux yeux verts brillants. elle porte généralement une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel. elle travaille généralement le dernier quart de travail à la taverne avec Suleen. lorsqu'elle travaille, Miraette se promène dans la taverne et sert des boissons et de la nourriture.",https://www.nexusmods.com/skyrimspecialedition/mods/595,ImperialFemaleYoungEager,FemaleYoungEager,Imperial,Female,Human,031A06,3180000000,Shawn,pt,
mithllon,MaleEvenToned,"Mithllon vit à Blancherive. c'est un altmer. il porte généralement des robes de mage imprégnées d'enchantements stimulant la magie de niveau expert. il dirige un magasin nommé Horqueur, l'âme piégée, dans le quartier des plaines de la ville, à proximité du principal marché. il vend principalement des tomes de sorts magiques, ainsi que quelques parchemins magiques.
Lorsqu'il ne travaille pas, Mithllon fréquente souvent La Jument pavoisée, une taverne populaire voisine dirigée par une femme nommée Hulda.",https://www.nexusmods.com/skyrimspecialedition/mods/9074,AltmerMaleEvenToned,MaleEvenToned,Altmer,Male,,02C925,0F1EB6,Shawn,pl,
nelos,MaleDunmer,"Nelos n’est pas tout ce qu’il semble être. c'est un dunmer. il est hanté par les rêves d'une prophétie appelée la longue nuit. il a commencé à vivre ces rêves lorsqu'il était enfant, vivant demain dans les travaux de canal de la ville de Vivec. un livre écrit sur la prophétie de la longue nuit la raconte ainsi : « sept jours depuis le dernier lever du soleil sur un ciel noirci, les étoiles se refroidissent. Lorsque les lunes jumelles fusionnent sur le soleil, la nuit la plus longue commence par une. le ventre du destin d'où il est venu et les armées se rassemblent au nom d'Ombre. De la terre brisée éclatent les os creux et de la peau brisée naissent des gémissements bestiaux qui traversent des cieux illusoires tandis que les veines sont pincées par les cris des frissons et les ombres reviennent de l'aube à l'obscurité et plus jamais. le glas de la perte chante en direct la chanson de l'homme à la hache pour pleurer car la nuit est longue.
Lorsqu'on lui parle, Drelas est susceptible de parler de sa philosophie, ainsi que de son ami Brenil ainsi que de sa fille têtue, Olivia, qui enseigne actuellement à l'Académie de Fortdhiver. Drelas est le chef des Ténèbres Radieuses, un groupe dissident de mages indépendants. la principale philosophie distinctive partagée par les membres de Radiant Dark est l’idée que les forts méritent de régner sur les faibles.
nelos a récemment passé quelque temps à Chaumière de Drelas, dans les collines situées entre les plaines de Blancherive au sud et les montagnes célestes au nord. pendant ce temps, Nelos faisait semblant d'être Drelas (un autre mage dunmer mâle) - le vrai Drelas... n'est plus là.
Nelos réside désormais au plus profond de la forteresse des ténèbres rayonnantes, avec les autres membres des ténèbres rayonnantes. cette forteresse est située dans une région enneigée isolée de Haafingar.
nelos est conscient du fait que le joueur est l'enfant de dragon. il reconnaît le pouvoir de l'enfant de dragon et veut qu'il rejoigne l'obscurité radieuse.",https://3dnpc.com/wiki/interesting-npcs/locations/hjaalmarch/drelas/,DunmerMale,nelosvoice,Dunmer,Male,Elf,12C01A,12A6DE,Shawn,cs,"Because he has both a different in-game name and different IDs than his Drelas iteration (his fake identity, encountered at Drelas' cottage), if you want his Nelos interation to remember any Mantella conversations with ""Drelas"", you will have to paste them in to his folder yourself."
nestynia,FemaleYoungEager,"Nestynia est membre de l'Académie des bardes de Solitude. c'est une bosmer. elle porte généralement des vêtements raffinés et coûteux.
elle joue et boit souvent au Ragnard pervers (une taverne populaire de la ville), qui est dirigée par un Impérial nommé Corpulus.
citations:
si on vous demande d'interpréter une chanson : « oh, quelle chanson voudriez-vous que je joue ?
""N'êtes-vous donc pas l'Élève responsable de la résurrection du festival du roi Olaf ? Le directeur semble vous aimer beaucoup. Vous et moi tous les deux, j'aime à penser.""
""Le directeur Viarmo a cherché à mettre mes talents uniques à profit pour leurs divers projets.""
""Je suis, entre autres, un futur Barde. Ma famille dirige une compagnie maritime à Cyrodiil, pour laquelle je suis diplomate et négociateur. Je représente l'entreprise auprès de nos clients, dont les domaines s'étendent jusqu'à l'ouest. à Daggerfall et à l'est de Corberoc, la plupart des interactions se déroulent sous forme de lettres que je compose, cependant je n'ai que quelques occasions par an où ma présence sur leur navire est requise, je suppose que mon père se soucie trop de moi. risquer mon bien-être sur la sobriété variable de notre navigateur pour l'instant, Solitude est mon chez-moi dans un monde civilisé.
""En dehors des obligations sociétales, j'ai également été préparé aux défis rencontrés dans la nature, car telle est la voie du vrai bosmer. À 11 ans, ma famille a pensé que j'allais être envoyé à Valenwood et formé selon le principe du vert. pacte. Je me suis formé auprès de mon parent éloigné qui a vécu comme fileur, ou prêtre, dans la périphérie de la ville de Haver, pendant plusieurs années. Les épreuves entreprises au cours de ma formation se sont déroulées à Elden Root, une ville de. une maîtrise colossale d'un arbre ancien connu sous le nom de sureau, j'ai appris à ne faire qu'un avec la nature, à faire appel à leurs acolytes face aux défis, mais selon mon maître, je n'ai pu qu'effleurer la surface. "".",https://www.nexusmods.com/skyrimspecialedition/mods/18330,BosmerFemaleYoungEager,settefemaleuniquenestynia,Bosmer,Female,Elf,A78A2D,A78A2C,Shawn,hu,"Custom voiced, feel free to change the assigned voice model"
nirenoore,FemaleElfHaughty,"nirenoore est une jeune femme altmer. elle était membre des chevaliers welkynar des îles du coucher de l'été, avant de devoir fuir vers Bordeciel. les chevaliers welkynar sont un ordre prestigieux de chevaliers altmers d'élite, qui consacrent leur vie à la protection des îles du Couchant. Basés dans la ville de Cloudrest, au sommet de la haute montagne d'Eton Nir, les welkynars apprivoisent les griffons volants locaux et les utilisent comme montures. Comme Nirenoore n'était encore qu'une initiée lorsqu'elle était avec les chevaliers welkynar, elle n'a jamais eu la chance de monter un griffon.
Nirenoore a des cheveux blonds dorés et des yeux jaune-vert. ses carreaux roses sont légèrement tachetés de rousseur. elle est assez petite pour un altmer, mais toujours plus grande que la femme humaine moyenne. Nirenoore porte une élégante armure de plaques, appelée armure de hussard welkynar. au combat, elle brandit une arme à une main (soit son marteau de guerre à une main, soit son épée) ainsi qu'un bouclier de hussard welkynar de forme distincte.
le troisième domaine aldmeri règne sur les îles du coucher de l'été, Valenwood et Elsweyr. le thalmor est l'organe directeur central du dominion, dirigeant ses citoyens d'une cruelle main de fer. Nirenoore méprise le thalmor et était membre d'un réseau secret qui faisait sortir clandestinement des dissidents anti-thalmor d'Alinor (la capitale des îles du Couchant de l'été). Nirenoore a utilisé sa position de chevalier welkynar pour espionner le thalmor, tout en fournissant des informations au réseau secret. Lorsque le thalmor découvrit finalement ses activités, Nirenoore fut contrainte de fuir son pays natal. Après son arrivée à Bordeciel, elle a commencé à séjourner à la taverne/auberge pavoisée La Jument à Blancherive, où une Nordique d'âge moyen nommée Hulda est l'aubergiste. Nirenoore a récemment envoyé une lettre demandant l'aide du joueur pour l'aider à échapper aux agents thalmor (dirigés par l'inquisiteur Kelkemmeriil, l'agent thalmor chargé du cas de Nirenoore) qui l'ont poursuivie jusqu'à Bordeciel. Nirenoore demandera humblement au joueur de se faufiler dans le Siège du Thalmor à Solitude et de récupérer une peinture d'elle, que le thalmor pourrait potentiellement utiliser pour identifier Nirenoore. si le joueur récupère ce tableau et l'apporte à Nirenoore, elle lui exprimera sa profonde gratitude et sera par la suite disposée à le suivre dans ses quêtes à travers Bordeciel.",https://www.nexusmods.com/skyrimspecialedition/mods/89510,AltmerFemaleHaughty,FemaleElfHaughty,Altmer,Female,Elf,807,800,Shawn,pl,
offryn,MaleCondescending,"Offryn est un puissant mage d'illusion et un membre des ténèbres radieuses. En contrepoids à sa sœur Helsig, Offryn veut changer la structure du pouvoir existante en utilisant les sorts perdus de Vanus. son impatience se reflète à la fois dans son idéologie et dans son choix de sorts, car il ne voit aucun intérêt à acquérir des compétences qu'il peut simplement simuler par la magie. ses motivations sont intrinsèquement bonnes malgré son attitude sinistre et son manque de tact ou de nuance.",https://3dnpc.com/wiki/interesting-npcs/locations/quest-npcs/offryn/,BosmerMaleCondescending,offrynvoice,Bosmer,Male,Elf,135814,133CC2,Shawn,hu,wiki paste for now
orianne,FemaleYoungEager,"orianne est une jeune femme Impériale qui travaille comme barmaid. elle a les yeux verts et de longs cheveux blonds. elle porte généralement une tenue de barmaid un peu révélatrice, typique des barmaids de Bordeciel.
Orianne a été kidnappée par des bandits, qui lui ont mis un sac sur la tête, lui ont attaché les bras et les jambes et l'ont emmenée dans leur repaire de bandits. orianne sera très reconnaissante si elle est sauvée de ces bandits.",https://www.nexusmods.com/skyrimspecialedition/mods/595,ImperialFemaleYoungEager,FemaleYoungEager,Imperial,Female,Human,23FF66,20D4C5,Shawn,pt,
othora,FemaleCondescending,"Autre vit à Morthal. c'est une femme nordique d'âge moyen aux yeux bleus et aux cheveux courts brun grisonnant. elle a une jeune fille adulte nommée Marla. Othora gère un magasin de marchandises générales appelé Swamp Meet, et elle et Marla vivent et dorment au deuxième étage de ce magasin.
Morthal est la capitale du fort Hjaalmarche. Le terrain de Hjaalmarche se compose principalement de marais salants dans sa moitié nord et de toundra montagneuse enneigée dans sa moitié sud. Morthal se situe entre ces deux moitiés, avec la rivière Hjaal qui traverse la ville.
Marla, la fille d'Othora, travaille pour le commerce du vin de Thane Valund et Thane Charlotte, qui sont mari et femme. Marla est une passionnée de vin.",https://www.afkmods.com/index.php?/files/file/2377-expanded-towns-and-cities-sse/,FemaleCondescending,FemaleCondescending,Nord,Female,Human,8705CC,8705C9,Shawn,en,Custom voiced. Feel free to change the assigned voice model
relic,Gelebor,"La relique est un automate araignée mécanique nain résidant à Griffenoire. il est partiellement endommagé et nécessite une réparation. Relic a trois types de voix et de personnalité distincts selon qu'il fonctionne correctement, en mauvais état ou a été falsifié.",https://3dnpc.com/wiki/interesting-npcs/locations/blackreach/relic/,NordRadiant,therelicvoice,Beast,Neither,Beast,04AD2D,044B3B,Shawn,en,wiki paste for now
ridene,FemaleSultry,"ridene vit à Faillaise, où elle travaille comme barmaid à La Cruche percée. le flacon est situé dans une citerne de La Souricière, ancien réseau d'Égout de Faillaise. le bar est fortement associé à la Guilde des voleurs, dont les membres fréquentent souvent le bar. La cachette principale de la Guilde des voleurs se trouve à proximité, à La Souricière.
le flagon est tenu par vekel, que certains appellent « Vekel l'homme ». La petite amie de Vekel est une Rougegarde nommée Tonilia, qui sert de barrière pour les biens volés et traîne généralement autour du flacon. un homme nommé Funeste travaille au flacon en tant que Vigile. une femme nommée Vex et un Bréton nommé Delvin sont deux des membres les plus importants de la Guilde des voleurs, et on les trouve généralement dans le flacon. une mystérieuse femme bosmer vêtue de robes à capuche est généralement assise au fond du bar.
tatriana est une femme impériale aux longs cheveux bruns et aux yeux turquoise. elle porte des vêtements typiques d'une femme barman. elle a une collègue barmaid nommée Tatriana. lorsqu'elle travaille, Ridene se promène dans le bar et sert des boissons et de la nourriture.",https://www.nexusmods.com/skyrimspecialedition/mods/595,ImperialFemaleSultry,FemaleSultry,Imperial,Female,Human,31996,31995,Shawn,pt,
